year,month,latitude,scenario,temperature
2020,5,29,B1,298.61
2021,5,29,B1,298.72
2022,5,29,B1,297.55
2023,5,29,B1,295.72
2024,5,29,B1,296.88
2025,5,29,B1,297.35
2026,5,29,B1,300.7
2027,5,29,B1,298.43
2028,5,29,B1,298.16
2029,5,29,B1,296.5
2030,5,29,B1,297.6
2031,5,29,B1,299.06
2032,5,29,B1,297.04
2033,5,29,B1,302.07
2034,5,29,B1,301.68
2035,5,29,B1,299.32
2036,5,29,B1,295.74
2037,5,29,B1,300.84
2038,5,29,B1,297.76
2039,5,29,B1,297.37
2040,5,29,B1,295.85
2041,5,29,B1,298.39
2042,5,29,B1,297.61
2043,5,29,B1,295.94
2044,5,29,B1,294.63
2045,5,29,B1,296.88
2046,5,29,B1,297.18
2047,5,29,B1,298.5
2048,5,29,B1,297.93
2049,5,29,B1,297.58
2050,5,29,B1,298.02
2051,5,29,B1,297.42
2052,5,29,B1,297.73
2053,5,29,B1,298.65
2054,5,29,B1,296.37
2055,5,29,B1,297.67
2056,5,29,B1,297.35
2057,5,29,B1,298.18
2058,5,29,B1,296.88
2059,5,29,B1,298.17
2060,5,29,B1,298.36
2061,5,29,B1,296.29
2062,5,29,B1,298.11
2063,5,29,B1,298.95
2064,5,29,B1,298.84
2065,5,29,B1,301.11
2066,5,29,B1,297.37
2067,5,29,B1,295.32
2068,5,29,B1,296.3
2069,5,29,B1,297.54
2070,5,29,B1,298.09
2071,5,29,B1,298.76
2072,5,29,B1,301.54
2073,5,29,B1,296.55
2074,5,29,B1,296.01
2075,5,29,B1,294.01
2076,5,29,B1,303.48
2077,5,29,B1,298.64
2078,5,29,B1,297.58
2079,5,29,B1,296.93
2080,5,29,B1,302.11
2081,5,29,B1,300.52
2082,5,29,B1,300.27
2083,5,29,B1,297.7
2084,5,29,B1,298.19
2085,5,29,B1,301.14
2086,5,29,B1,295.57
2087,5,29,B1,299.26
2088,5,29,B1,298.23
2089,5,29,B1,295.68
2090,5,29,B1,298.81
2091,5,29,B1,298.02
2092,5,29,B1,297.09
2093,5,29,B1,297.49
2094,5,29,B1,299.31
2095,5,29,B1,300.24
2096,5,29,B1,301.42
2097,5,29,B1,298.91
2098,5,29,B1,298.19
2099,5,29,B1,300.83
2100,5,29,B1,298.14
2001,6,29,B1,300.3
2002,6,29,B1,303.08
2003,6,29,B1,301.26
2004,6,29,B1,302.96
2005,6,29,B1,300.63
2006,6,29,B1,302.26
2007,6,29,B1,301.82
2008,6,29,B1,302.59
2009,6,29,B1,304.78
2010,6,29,B1,297.72
2011,6,29,B1,301.09
2012,6,29,B1,301.05
2013,6,29,B1,301.55
2014,6,29,B1,303.69
2015,6,29,B1,302.19
2016,6,29,B1,302.32
2017,6,29,B1,299.99
2018,6,29,B1,301.42
2019,6,29,B1,301.75
2020,6,29,B1,302.06
2021,6,29,B1,302.3
2022,6,29,B1,301.91
2023,6,29,B1,302.48
2024,6,29,B1,303.33
2025,6,29,B1,303.58
2026,6,29,B1,303.11
2027,6,29,B1,303.74
2028,6,29,B1,299.43
2029,6,29,B1,297.48
2030,6,29,B1,302.79
2031,6,29,B1,301.91
2032,6,29,B1,298.43
2033,6,29,B1,302.76
2034,6,29,B1,301.66
2035,6,29,B1,303.21
2036,6,29,B1,303.88
2037,6,29,B1,303.45
2038,6,29,B1,304.05
2039,6,29,B1,304.78
2040,6,29,B1,301.1
2041,6,29,B1,304.14
2042,6,29,B1,301.27
2043,6,29,B1,299.84
2044,6,29,B1,299.75
2045,6,29,B1,300.86
2046,6,29,B1,302.04
2047,6,29,B1,300.39
2048,6,29,B1,302.37
2049,6,29,B1,300.65
2050,6,29,B1,302.53
2051,6,29,B1,302.23
2052,6,29,B1,300.67
2053,6,29,B1,300.8
2054,6,29,B1,304.46
2055,6,29,B1,303.45
2056,6,29,B1,304.6
2057,6,29,B1,302.75
2058,6,29,B1,303.56
2059,6,29,B1,305.63
2060,6,29,B1,304.34
2061,6,29,B1,298.85
2062,6,29,B1,302.77
2063,6,29,B1,302.44
2064,6,29,B1,301
2065,6,29,B1,301.81
2066,6,29,B1,304.87
2067,6,29,B1,299.68
2068,6,29,B1,302.3
2069,6,29,B1,305.39
2070,6,29,B1,305.97
2071,6,29,B1,302.18
2072,6,29,B1,304.58
2073,6,29,B1,302.34
2074,6,29,B1,304.98
2075,6,29,B1,301.86
2076,6,29,B1,305.31
2077,6,29,B1,304.75
2078,6,29,B1,304.61
2079,6,29,B1,303.01
2080,6,29,B1,305.4
2081,6,29,B1,299.76
2082,6,29,B1,304.14
2083,6,29,B1,303.07
2084,6,29,B1,303.26
2085,6,29,B1,305.85
2086,6,29,B1,302.59
2087,6,29,B1,304.95
2088,6,29,B1,303.98
2089,6,29,B1,303.49
2090,6,29,B1,300.91
2091,6,29,B1,305.45
2092,6,29,B1,300.36
2093,6,29,B1,300.44
2094,6,29,B1,300.37
2095,6,29,B1,305.54
2096,6,29,B1,302
2097,6,29,B1,305.29
2098,6,29,B1,298.79
2099,6,29,B1,301.15
2100,6,29,B1,303.55
2001,7,29,B1,304.06
2002,7,29,B1,304.53
2003,7,29,B1,302.83
2004,7,29,B1,304.42
2005,7,29,B1,300.49
2006,7,29,B1,303.07
2007,7,29,B1,304.89
2008,7,29,B1,301.1
2009,7,29,B1,299.92
2010,7,29,B1,302.21
2011,7,29,B1,301.7
2012,7,29,B1,303.63
2013,7,29,B1,301.46
2014,7,29,B1,304.98
2015,7,29,B1,303.19
2016,7,29,B1,305.65
2017,7,29,B1,301.6
2018,7,29,B1,303.83
2019,7,29,B1,304.89
2020,7,29,B1,302
2021,7,29,B1,302.91
2022,7,29,B1,302.26
2023,7,29,B1,304.5
2024,7,29,B1,303.81
2025,7,29,B1,305.38
2026,7,29,B1,305
2027,7,29,B1,304.17
2028,7,29,B1,303.88
2029,7,29,B1,303.63
2030,7,29,B1,304.85
2031,7,29,B1,301.53
2032,7,29,B1,300.6
2033,7,29,B1,306.17
2034,7,29,B1,302.94
2035,7,29,B1,301.21
2036,7,29,B1,303.98
2037,7,29,B1,306.16
2038,7,29,B1,305.12
2039,7,29,B1,304.98
2040,7,29,B1,304.4
2041,7,29,B1,305.94
2042,7,29,B1,301.22
2043,7,29,B1,303.55
2044,7,29,B1,305.41
2045,7,29,B1,305.44
2046,7,29,B1,302.85
2047,7,29,B1,305.74
2048,7,29,B1,305.92
2049,7,29,B1,302.14
2050,7,29,B1,305.62
2051,7,29,B1,301.81
2052,7,29,B1,303.16
2053,7,29,B1,304.37
2054,7,29,B1,303.13
2055,7,29,B1,305.47
2056,7,29,B1,305.69
2057,7,29,B1,303.23
2058,7,29,B1,303.51
2059,7,29,B1,305.55
2060,7,29,B1,305.4
2061,7,29,B1,301.6
2062,7,29,B1,305.81
2063,7,29,B1,305.23
2064,7,29,B1,303.63
2065,7,29,B1,302.92
2066,7,29,B1,303.73
2067,7,29,B1,302.22
2068,7,29,B1,306.33
2069,7,29,B1,306.66
2070,7,29,B1,305.24
2071,7,29,B1,304.65
2072,7,29,B1,305.17
2073,7,29,B1,306.15
2074,7,29,B1,305.41
2075,7,29,B1,303.51
2076,7,29,B1,305.34
2077,7,29,B1,304.81
2078,7,29,B1,305.84
2079,7,29,B1,303.24
2080,7,29,B1,306.14
2081,7,29,B1,303.93
2082,7,29,B1,304.93
2083,7,29,B1,304.91
2084,7,29,B1,303.84
2085,7,29,B1,306.91
2086,7,29,B1,303.43
2087,7,29,B1,305.59
2088,7,29,B1,303.36
2089,7,29,B1,306.26
2090,7,29,B1,306.09
2091,7,29,B1,306.08
2092,7,29,B1,299.26
2093,7,29,B1,305.04
2094,7,29,B1,299.57
2095,7,29,B1,305.46
2096,7,29,B1,306.01
2097,7,29,B1,303.78
2098,7,29,B1,305.17
2099,7,29,B1,304.88
2100,7,29,B1,305.86
2001,8,29,B1,302.28
2002,8,29,B1,299.23
2003,8,29,B1,301.74
2004,8,29,B1,300.22
2005,8,29,B1,301.99
2006,8,29,B1,300.28
2007,8,29,B1,303.64
2008,8,29,B1,303.78
2009,8,29,B1,303.36
2010,8,29,B1,304.07
2011,8,29,B1,300.65
2012,8,29,B1,302.1
2013,8,29,B1,304.02
2014,8,29,B1,302.44
2015,8,29,B1,301.69
2016,8,29,B1,304.82
2017,8,29,B1,305.46
2018,8,29,B1,304.75
2019,8,29,B1,304.34
2020,8,29,B1,301.64
2021,8,29,B1,303.38
2022,8,29,B1,302.37
2023,8,29,B1,304.46
2024,8,29,B1,304.43
2025,8,29,B1,303.83
2026,8,29,B1,304.05
2027,8,29,B1,303.88
2028,8,29,B1,302.73
2029,8,29,B1,301.97
2030,8,29,B1,305.39
2031,8,29,B1,301.46
2032,8,29,B1,302.12
2033,8,29,B1,301.66
2034,8,29,B1,304.5
2035,8,29,B1,305.55
2036,8,29,B1,303
2037,8,29,B1,304.37
2038,8,29,B1,303.34
2039,8,29,B1,303.73
2040,8,29,B1,303.71
2041,8,29,B1,305.3
2042,8,29,B1,304.95
2043,8,29,B1,304.16
2044,8,29,B1,304.04
2045,8,29,B1,305.6
2046,8,29,B1,304.28
2047,8,29,B1,302.76
2048,8,29,B1,305.21
2049,8,29,B1,304.33
2050,8,29,B1,301.88
2051,8,29,B1,305.75
2052,8,29,B1,304.32
2053,8,29,B1,304.77
2054,8,29,B1,304.78
2055,8,29,B1,303.08
2056,8,29,B1,304.62
2057,8,29,B1,304.75
2058,8,29,B1,304.3
2059,8,29,B1,305.41
2060,8,29,B1,303.36
2061,8,29,B1,302.44
2062,8,29,B1,303.62
2063,8,29,B1,303.96
2064,8,29,B1,303.6
2065,8,29,B1,305.76
2066,8,29,B1,305.31
2067,8,29,B1,305.65
2068,8,29,B1,307.04
2069,8,29,B1,304.35
2070,8,29,B1,305.48
2071,8,29,B1,305.16
2072,8,29,B1,303.31
2073,8,29,B1,304.48
2074,8,29,B1,304.35
2075,8,29,B1,303.84
2076,8,29,B1,304.5
2077,8,29,B1,306.38
2078,8,29,B1,305.63
2079,8,29,B1,304.72
2080,8,29,B1,306.02
2081,8,29,B1,304.48
2082,8,29,B1,305.5
2083,8,29,B1,303.89
2084,8,29,B1,304.45
2085,8,29,B1,305.55
2086,8,29,B1,302.19
2087,8,29,B1,302.82
2088,8,29,B1,305.28
2089,8,29,B1,305
2090,8,29,B1,300
2091,8,29,B1,304.07
2092,8,29,B1,301.47
2093,8,29,B1,303.64
2094,8,29,B1,302.96
2095,8,29,B1,303.6
2096,8,29,B1,304.24
2097,8,29,B1,304.88
2098,8,29,B1,305.28
2099,8,29,B1,304.2
2100,8,29,B1,304.53
2001,9,29,B1,300.9
2002,9,29,B1,300.45
2003,9,29,B1,300.94
2004,9,29,B1,298.4
2005,9,29,B1,297.5
2006,9,29,B1,299.48
2007,9,29,B1,301.15
2008,9,29,B1,299.14
2009,9,29,B1,299.03
2010,9,29,B1,299.73
2011,9,29,B1,300.58
2012,9,29,B1,299.39
2013,9,29,B1,301.69
2014,9,29,B1,297.58
2015,9,29,B1,299.9
2016,9,29,B1,301.03
2017,9,29,B1,298.57
2018,9,29,B1,300.66
2019,9,29,B1,301.96
2020,9,29,B1,300.27
2021,9,29,B1,301
2022,9,29,B1,302.43
2023,9,29,B1,299.22
2024,9,29,B1,298.9
2025,9,29,B1,298.64
2026,9,29,B1,300.76
2027,9,29,B1,299.13
2028,9,29,B1,302.15
2029,9,29,B1,300.19
2030,9,29,B1,300.02
2031,9,29,B1,296.05
2032,9,29,B1,301.09
2033,9,29,B1,297.18
2034,9,29,B1,301.67
2035,9,29,B1,302.26
2036,9,29,B1,302.11
2037,9,29,B1,300.39
2038,9,29,B1,300.43
2039,9,29,B1,298.88
2040,9,29,B1,298.67
2041,9,29,B1,303.23
2042,9,29,B1,301.45
2043,9,29,B1,299.94
2044,9,29,B1,300.3
2045,9,29,B1,304.12
2046,9,29,B1,299.5
2047,9,29,B1,301.42
2048,9,29,B1,300.8
2049,9,29,B1,300.87
2050,9,29,B1,301.08
2051,9,29,B1,302.25
2052,9,29,B1,300.57
2053,9,29,B1,300.37
2054,9,29,B1,299.13
2055,9,29,B1,296.54
2056,9,29,B1,301.04
2057,9,29,B1,300.99
2058,9,29,B1,302.07
2059,9,29,B1,302.92
2060,9,29,B1,298.01
2061,9,29,B1,299.87
2062,9,29,B1,302.79
2063,9,29,B1,300.72
2064,9,29,B1,299.84
2065,9,29,B1,299.56
2066,9,29,B1,302.54
2067,9,29,B1,300.79
2068,9,29,B1,301.72
2069,9,29,B1,298.25
2070,9,29,B1,299.48
2071,9,29,B1,302.68
2072,9,29,B1,301.77
2073,9,29,B1,297.72
2074,9,29,B1,301.3
2075,9,29,B1,301.09
2076,9,29,B1,300.73
2077,9,29,B1,300.94
2078,9,29,B1,302.45
2079,9,29,B1,303.61
2080,9,29,B1,299.74
2081,9,29,B1,302.71
2082,9,29,B1,299.62
2083,9,29,B1,300.92
2084,9,29,B1,301.54
2085,9,29,B1,301.72
2086,9,29,B1,300.25
2087,9,29,B1,295.18
2088,9,29,B1,304.07
2089,9,29,B1,302.61
2090,9,29,B1,300.77
2091,9,29,B1,303.79
2092,9,29,B1,301.55
2093,9,29,B1,301.96
2094,9,29,B1,303.04
2095,9,29,B1,302.74
2096,9,29,B1,299.89
2097,9,29,B1,303.29
2098,9,29,B1,301.93
2099,9,29,B1,298.77
2100,9,29,B1,302.3
2001,10,29,B1,296.44
2002,10,29,B1,289.81
2003,10,29,B1,294.61
2004,10,29,B1,290.45
2005,10,29,B1,289.37
2006,10,29,B1,293.93
2007,10,29,B1,294.87
2008,10,29,B1,296.71
2009,10,29,B1,292.6
2010,10,29,B1,292.45
2011,10,29,B1,292.17
2012,10,29,B1,298.42
2013,10,29,B1,292.94
2014,10,29,B1,293.79
2015,10,29,B1,292.7
2016,10,29,B1,293.63
2017,10,29,B1,295.4
2018,10,29,B1,295.29
2019,10,29,B1,292.96
2020,10,29,B1,292.24
2021,10,29,B1,291.59
2022,10,29,B1,293.76
2023,10,29,B1,295.1
2024,10,29,B1,290.64
2025,10,29,B1,291.99
2026,10,29,B1,290.91
2027,10,29,B1,295.74
2028,10,29,B1,296.85
2029,10,29,B1,298.45
2030,10,29,B1,295.44
2031,10,29,B1,295.79
2032,10,29,B1,293.37
2033,10,29,B1,296.23
2034,10,29,B1,292.23
2035,10,29,B1,288.73
2036,10,29,B1,295.88
2037,10,29,B1,292.21
2038,10,29,B1,297.54
2039,10,29,B1,292.6
2040,10,29,B1,294.63
2041,10,29,B1,297.18
2042,10,29,B1,293.81
2043,10,29,B1,294.75
2044,10,29,B1,299.63
2045,10,29,B1,291.09
2046,10,29,B1,295.13
2047,10,29,B1,295.17
2048,10,29,B1,295.8
2049,10,29,B1,297.78
2050,10,29,B1,291.69
2051,10,29,B1,297.26
2052,10,29,B1,292.33
2053,10,29,B1,295
2054,10,29,B1,294.18
2055,10,29,B1,293.68
2056,10,29,B1,296.67
2057,10,29,B1,293.85
2058,10,29,B1,294.19
2059,10,29,B1,293.92
2060,10,29,B1,294.91
2061,10,29,B1,295.82
2062,10,29,B1,295.4
2063,10,29,B1,296.83
2064,10,29,B1,298.1
2065,10,29,B1,294.79
2066,10,29,B1,296.06
2067,10,29,B1,295.82
2068,10,29,B1,298.4
2069,10,29,B1,296.22
2070,10,29,B1,293.46
2071,10,29,B1,297.19
2072,10,29,B1,295.96
2073,10,29,B1,293.26
2074,10,29,B1,297.42
2075,10,29,B1,293.57
2076,10,29,B1,294.63
2077,10,29,B1,297.71
2078,10,29,B1,295.77
2079,10,29,B1,294.46
2080,10,29,B1,295.33
2081,10,29,B1,295.4
2082,10,29,B1,297.94
2083,10,29,B1,290.97
2084,10,29,B1,297.72
2085,10,29,B1,292.74
2086,10,29,B1,294.29
2087,10,29,B1,296.63
2088,10,29,B1,298.54
2089,10,29,B1,292.34
2090,10,29,B1,300.9
2091,10,29,B1,294.73
2092,10,29,B1,290.23
2093,10,29,B1,297.08
2094,10,29,B1,299.82
2095,10,29,B1,296.46
2096,10,29,B1,297.06
2097,10,29,B1,299.1
2098,10,29,B1,292.33
2099,10,29,B1,298.13
2100,10,29,B1,295.81
2001,11,29,B1,285.22
2002,11,29,B1,286.09
2003,11,29,B1,288.32
2004,11,29,B1,286.92
2005,11,29,B1,284.72
2006,11,29,B1,283.61
2007,11,29,B1,284.75
2008,11,29,B1,285.45
2009,11,29,B1,283.11
2010,11,29,B1,287.83
2011,11,29,B1,287.6
2012,11,29,B1,285.84
2013,11,29,B1,284.24
2014,11,29,B1,286.59
2015,11,29,B1,283.94
2016,11,29,B1,287.14
2017,11,29,B1,287.65
2018,11,29,B1,286.61
2019,11,29,B1,286.16
2020,11,29,B1,285.62
2021,11,29,B1,285.98
2022,11,29,B1,284.87
2023,11,29,B1,287.48
2024,11,29,B1,290.11
2025,11,29,B1,283.88
2026,11,29,B1,288.81
2027,11,29,B1,284.35
2028,11,29,B1,288.33
2029,11,29,B1,287.17
2030,11,29,B1,287.08
2031,11,29,B1,292.37
2032,11,29,B1,286.45
2033,11,29,B1,285.58
2034,11,29,B1,287.87
2035,11,29,B1,288.4
2036,11,29,B1,289.91
2037,11,29,B1,286.12
2038,11,29,B1,289.24
2039,11,29,B1,286
2040,11,29,B1,286.03
2041,11,29,B1,285.88
2042,11,29,B1,285.29
2043,11,29,B1,286.53
2044,11,29,B1,286.84
2045,11,29,B1,286.98
2046,11,29,B1,288.82
2047,11,29,B1,289.91
2048,11,29,B1,287.79
2049,11,29,B1,283.98
2050,11,29,B1,286.71
2051,11,29,B1,286.94
2052,11,29,B1,286.6
2053,11,29,B1,286.31
2054,11,29,B1,285.54
2055,11,29,B1,289.39
2056,11,29,B1,284.13
2057,11,29,B1,283.12
2058,11,29,B1,285.83
2059,11,29,B1,285.8
2060,11,29,B1,284.68
2061,11,29,B1,289.69
2062,11,29,B1,288.85
2063,11,29,B1,287.93
2064,11,29,B1,283.79
2065,11,29,B1,286.73
2066,11,29,B1,288.16
2067,11,29,B1,285.12
2068,11,29,B1,287.43
2069,11,29,B1,281.94
2070,11,29,B1,287.47
2071,11,29,B1,290.14
2072,11,29,B1,286.25
2073,11,29,B1,291.3
2074,11,29,B1,289.38
2075,11,29,B1,284.47
2076,11,29,B1,289.64
2077,11,29,B1,290.79
2078,11,29,B1,291.89
2079,11,29,B1,287.2
2080,11,29,B1,288.89
2081,11,29,B1,285.82
2082,11,29,B1,286.98
2083,11,29,B1,287.42
2084,11,29,B1,283.71
2085,11,29,B1,285.58
2086,11,29,B1,283.55
2087,11,29,B1,284.87
2088,11,29,B1,286.08
2089,11,29,B1,287.3
2090,11,29,B1,287.23
2091,11,29,B1,289.93
2092,11,29,B1,287.98
2093,11,29,B1,286.12
2094,11,29,B1,289.96
2095,11,29,B1,290.49
2096,11,29,B1,287.53
2097,11,29,B1,285.51
2098,11,29,B1,287.25
2099,11,29,B1,293.77
2100,11,29,B1,289.57
2001,12,29,B1,277.01
2002,12,29,B1,276.7
2003,12,29,B1,277.15
2004,12,29,B1,282.43
2005,12,29,B1,279.93
2006,12,29,B1,279.43
2007,12,29,B1,280.63
2008,12,29,B1,278.75
2009,12,29,B1,279.74
2010,12,29,B1,281.91
2011,12,29,B1,282.95
2012,12,29,B1,279.64
2013,12,29,B1,280.5
2014,12,29,B1,279.38
2015,12,29,B1,281.29
2016,12,29,B1,281.33
2017,12,29,B1,281.34
2018,12,29,B1,280.84
2019,12,29,B1,280.49
2020,12,29,B1,280.52
2021,12,29,B1,278.87
2022,12,29,B1,280.2
2023,12,29,B1,282.34
2024,12,29,B1,281.68
2025,12,29,B1,280.96
2026,12,29,B1,279.38
2027,12,29,B1,279.49
2028,12,29,B1,279.71
2029,12,29,B1,277.88
2030,12,29,B1,281.3
2031,12,29,B1,278.86
2032,12,29,B1,279.03
2033,12,29,B1,280.46
2034,12,29,B1,279.75
2035,12,29,B1,282.32
2036,12,29,B1,283.04
2037,12,29,B1,281.8
2038,12,29,B1,277.6
2039,12,29,B1,281.65
2040,12,29,B1,281.04
2041,12,29,B1,280
2042,12,29,B1,279.85
2043,12,29,B1,281.81
2044,12,29,B1,281
2045,12,29,B1,279.95
2046,12,29,B1,284.06
2047,12,29,B1,280.9
2048,12,29,B1,282.37
2049,12,29,B1,281.1
2050,12,29,B1,282.23
2051,12,29,B1,281.22
2052,12,29,B1,279.08
2053,12,29,B1,279.18
2054,12,29,B1,282.06
2055,12,29,B1,278.8
2056,12,29,B1,278.63
2057,12,29,B1,280.12
2058,12,29,B1,283.85
2059,12,29,B1,282.51
2060,12,29,B1,281.15
2061,12,29,B1,281.99
2062,12,29,B1,281.51
2063,12,29,B1,279.03
2064,12,29,B1,277.36
2065,12,29,B1,283.07
2066,12,29,B1,282.17
2067,12,29,B1,281.76
2068,12,29,B1,277.54
2069,12,29,B1,279.64
2070,12,29,B1,281.83
2071,12,29,B1,282.46
2072,12,29,B1,282.63
2073,12,29,B1,283.1
2074,12,29,B1,279.21
2075,12,29,B1,280.85
2076,12,29,B1,279.33
2077,12,29,B1,281.44
2078,12,29,B1,283.32
2079,12,29,B1,284.27
2080,12,29,B1,277.08
2081,12,29,B1,279.29
2082,12,29,B1,279.25
2083,12,29,B1,279.77
2084,12,29,B1,282.11
2085,12,29,B1,280.83
2086,12,29,B1,282.57
2087,12,29,B1,281.11
2088,12,29,B1,281.01
2089,12,29,B1,279.65
2090,12,29,B1,282.37
2091,12,29,B1,280.28
2092,12,29,B1,280.16
2093,12,29,B1,280.83
2094,12,29,B1,281.16
2095,12,29,B1,281.33
2096,12,29,B1,282.12
2097,12,29,B1,281.09
2098,12,29,B1,281.94
2099,12,29,B1,280.93
2100,12,29,B1,280.07
2001,1,32,B1,276.63
2002,1,32,B1,275.74
2003,1,32,B1,276.35
2004,1,32,B1,275.41
2005,1,32,B1,277.03
2006,1,32,B1,275.83
2007,1,32,B1,276.25
2008,1,32,B1,275.98
2009,1,32,B1,276.44
2010,1,32,B1,273.52
2011,1,32,B1,277.96
2012,1,32,B1,278.78
2013,1,32,B1,277.05
2014,1,32,B1,277.67
2015,1,32,B1,273.8
2016,1,32,B1,276.03
2017,1,32,B1,278.75
2018,1,32,B1,276.26
2019,1,32,B1,276.35
2020,1,32,B1,276.33
2021,1,32,B1,276.22
2022,1,32,B1,277.91
2023,1,32,B1,275.75
2024,1,32,B1,274.58
2025,1,32,B1,276.12
2026,1,32,B1,278.71
2027,1,32,B1,276.9
2028,1,32,B1,278.39
2029,1,32,B1,275.34
2030,1,32,B1,277
2031,1,32,B1,274.04
2032,1,32,B1,275.22
2033,1,32,B1,276.85
2034,1,32,B1,275.11
2035,1,32,B1,277.75
2036,1,32,B1,275.65
2037,1,32,B1,276.77
2038,1,32,B1,277.64
2039,1,32,B1,276.47
2040,1,32,B1,278.62
2041,1,32,B1,275.75
2042,1,32,B1,274.88
2043,1,32,B1,275.2
2044,1,32,B1,276.35
2045,1,32,B1,277.28
2046,1,32,B1,277.27
2047,1,32,B1,276.44
2048,1,32,B1,275.5
2049,1,32,B1,278
2050,1,32,B1,277.51
2051,1,32,B1,277.66
2052,1,32,B1,276
2053,1,32,B1,274.95
2054,1,32,B1,275.82
2055,1,32,B1,276.11
2056,1,32,B1,276.24
2057,1,32,B1,278.04
2058,1,32,B1,278.49
2059,1,32,B1,275.06
2060,1,32,B1,276
2061,1,32,B1,276.21
2062,1,32,B1,277.09
2063,1,32,B1,279.56
2064,1,32,B1,276.83
2065,1,32,B1,277.56
2066,1,32,B1,276.48
2067,1,32,B1,278.49
2068,1,32,B1,275.5
2069,1,32,B1,276.79
2070,1,32,B1,276.9
2071,1,32,B1,276.8
2072,1,32,B1,277.68
2073,1,32,B1,279.36
2074,1,32,B1,277.73
2075,1,32,B1,275.14
2076,1,32,B1,276.73
2077,1,32,B1,277.35
2078,1,32,B1,278.07
2079,1,32,B1,276.15
2080,1,32,B1,277.5
2081,1,32,B1,275.81
2082,1,32,B1,277.31
2083,1,32,B1,275.63
2084,1,32,B1,276.87
2085,1,32,B1,276.71
2086,1,32,B1,277.36
2087,1,32,B1,277.96
2088,1,32,B1,276.45
2089,1,32,B1,279.32
2090,1,32,B1,278.27
2091,1,32,B1,276.48
2092,1,32,B1,279.73
2093,1,32,B1,280.22
2094,1,32,B1,279.61
2095,1,32,B1,275.45
2096,1,32,B1,274.98
2097,1,32,B1,274.54
2098,1,32,B1,275.9
2099,1,32,B1,275.95
2100,1,32,B1,278.11
2001,2,32,B1,279.62
2002,2,32,B1,277.22
2003,2,32,B1,275.41
2004,2,32,B1,279.83
2005,2,32,B1,277.54
2006,2,32,B1,282.19
2007,2,32,B1,277.92
2008,2,32,B1,279.44
2009,2,32,B1,278.97
2010,2,32,B1,277.46
2011,2,32,B1,277.23
2012,2,32,B1,277.95
2013,2,32,B1,278.08
2014,2,32,B1,276.99
2015,2,32,B1,278.63
2016,2,32,B1,280.17
2017,2,32,B1,278.17
2018,2,32,B1,276.86
2019,2,32,B1,278.28
2020,2,32,B1,280.66
2021,2,32,B1,276.36
2022,2,32,B1,276.46
2023,2,32,B1,278.73
2024,2,32,B1,276.53
2025,2,32,B1,280.1
2026,2,32,B1,278.68
2027,2,32,B1,277.27
2028,2,32,B1,278.2
2029,2,32,B1,279.69
2030,2,32,B1,279.13
2031,2,32,B1,278.08
2032,2,32,B1,278.98
2033,2,32,B1,279.38
2034,2,32,B1,280.95
2035,2,32,B1,275.37
2036,2,32,B1,277.24
2037,2,32,B1,280.12
2038,2,32,B1,278.86
2039,2,32,B1,277.22
2040,2,32,B1,278.01
2041,2,32,B1,280.07
2042,2,32,B1,279.83
2043,2,32,B1,279.52
2044,2,32,B1,276.1
2045,2,32,B1,280.63
2046,2,32,B1,278.61
2047,2,32,B1,278.29
2048,2,32,B1,279.26
2049,2,32,B1,281.83
2050,2,32,B1,280.11
2051,2,32,B1,277.47
2052,2,32,B1,277.73
2053,2,32,B1,280.54
2054,2,32,B1,278.39
2055,2,32,B1,279.11
2056,2,32,B1,278.86
2057,2,32,B1,278.94
2058,2,32,B1,277.64
2059,2,32,B1,279.47
2060,2,32,B1,279.28
2061,2,32,B1,277.78
2062,2,32,B1,280.93
2063,2,32,B1,282.54
2064,2,32,B1,280.44
2065,2,32,B1,278.93
2066,2,32,B1,280.5
2067,2,32,B1,282.89
2068,2,32,B1,279.61
2069,2,32,B1,279.39
2070,2,32,B1,279.35
2071,2,32,B1,279.77
2072,2,32,B1,282.46
2073,2,32,B1,276.59
2074,2,32,B1,278.69
2075,2,32,B1,280.59
2076,2,32,B1,280.33
2077,2,32,B1,279.48
2078,2,32,B1,284.22
2079,2,32,B1,279.28
2080,2,32,B1,280.52
2081,2,32,B1,280.56
2082,2,32,B1,278.51
2083,2,32,B1,279.35
2084,2,32,B1,277.62
2085,2,32,B1,279.46
2086,2,32,B1,280.73
2087,2,32,B1,280.77
2088,2,32,B1,279.89
2089,2,32,B1,278.87
2090,2,32,B1,281.01
2091,2,32,B1,280.15
2092,2,32,B1,279.55
2093,2,32,B1,280.83
2094,2,32,B1,279.23
2095,2,32,B1,279.24
2096,2,32,B1,277.72
2097,2,32,B1,280.3
2098,2,32,B1,281.64
2099,2,32,B1,277.66
2100,2,32,B1,279.56
2001,3,32,B1,284.61
2002,3,32,B1,282.02
2003,3,32,B1,278.57
2004,3,32,B1,281.28
2005,3,32,B1,282.27
2006,3,32,B1,285.08
2007,3,32,B1,281.47
2008,3,32,B1,280.66
2009,3,32,B1,285.27
2010,3,32,B1,281.71
2011,3,32,B1,279.19
2012,3,32,B1,282.79
2013,3,32,B1,282.97
2014,3,32,B1,284.04
2015,3,32,B1,283.68
2016,3,32,B1,284.55
2017,3,32,B1,282.87
2018,3,32,B1,280.22
2019,3,32,B1,280.84
2020,3,32,B1,282.4
