year,month,latitude,scenario,temperature
2021,3,32,B1,282.37
2022,3,32,B1,280.55
2023,3,32,B1,281.02
2024,3,32,B1,282.64
2025,3,32,B1,282.79
2026,3,32,B1,282.4
2027,3,32,B1,285.34
2028,3,32,B1,284.3
2029,3,32,B1,282.51
2030,3,32,B1,281.63
2031,3,32,B1,283.37
2032,3,32,B1,280.59
2033,3,32,B1,283.73
2034,3,32,B1,285.06
2035,3,32,B1,281.81
2036,3,32,B1,283.84
2037,3,32,B1,281.84
2038,3,32,B1,284.33
2039,3,32,B1,283.27
2040,3,32,B1,284.21
2041,3,32,B1,282.86
2042,3,32,B1,283.31
2043,3,32,B1,283.63
2044,3,32,B1,284.44
2045,3,32,B1,281.6
2046,3,32,B1,283.18
2047,3,32,B1,282.89
2048,3,32,B1,283.59
2049,3,32,B1,285
2050,3,32,B1,288.59
2051,3,32,B1,281.17
2052,3,32,B1,283.54
2053,3,32,B1,284.09
2054,3,32,B1,283.78
2055,3,32,B1,284.17
2056,3,32,B1,283.32
2057,3,32,B1,285.14
2058,3,32,B1,284.37
2059,3,32,B1,282.69
2060,3,32,B1,282.28
2061,3,32,B1,283.61
2062,3,32,B1,286.15
2063,3,32,B1,284.46
2064,3,32,B1,284.68
2065,3,32,B1,283.68
2066,3,32,B1,283.11
2067,3,32,B1,283.68
2068,3,32,B1,285.4
2069,3,32,B1,283.47
2070,3,32,B1,281.05
2071,3,32,B1,285.57
2072,3,32,B1,286.19
2073,3,32,B1,282.92
2074,3,32,B1,284.66
2075,3,32,B1,284.28
2076,3,32,B1,282.72
2077,3,32,B1,283.91
2078,3,32,B1,283.89
2079,3,32,B1,285.31
2080,3,32,B1,283.98
2081,3,32,B1,283.56
2082,3,32,B1,284.42
2083,3,32,B1,281.34
2084,3,32,B1,283.8
2085,3,32,B1,282.88
2086,3,32,B1,282.98
2087,3,32,B1,283.11
2088,3,32,B1,284.37
2089,3,32,B1,283.18
2090,3,32,B1,287.03
2091,3,32,B1,284.16
2092,3,32,B1,282.73
2093,3,32,B1,282.89
2094,3,32,B1,284.91
2095,3,32,B1,285.66
2096,3,32,B1,284
2097,3,32,B1,284.47
2098,3,32,B1,285.43
2099,3,32,B1,283.27
2100,3,32,B1,283.37
2001,4,32,B1,286.47
2002,4,32,B1,288.08
2003,4,32,B1,287.64
2004,4,32,B1,289.05
2005,4,32,B1,286.25
2006,4,32,B1,287.66
2007,4,32,B1,287.44
2008,4,32,B1,285.33
2009,4,32,B1,289.05
2010,4,32,B1,289.58
2011,4,32,B1,286.28
2012,4,32,B1,289.23
2013,4,32,B1,290.19
2014,4,32,B1,290.28
2015,4,32,B1,288.44
2016,4,32,B1,287.81
2017,4,32,B1,286.77
2018,4,32,B1,286.62
2019,4,32,B1,287.97
2020,4,32,B1,289.4
2021,4,32,B1,286.38
2022,4,32,B1,286.99
2023,4,32,B1,289.27
2024,4,32,B1,290.48
2025,4,32,B1,288.68
2026,4,32,B1,289.18
2027,4,32,B1,291.23
2028,4,32,B1,288.47
2029,4,32,B1,290.17
2030,4,32,B1,291.99
2031,4,32,B1,288.43
2032,4,32,B1,286.47
2033,4,32,B1,286.72
2034,4,32,B1,289.67
2035,4,32,B1,289.67
2036,4,32,B1,287.4
2037,4,32,B1,290.06
2038,4,32,B1,289.77
2039,4,32,B1,289.62
2040,4,32,B1,289.57
2041,4,32,B1,290.59
2042,4,32,B1,288.56
2043,4,32,B1,291.22
2044,4,32,B1,289.94
2045,4,32,B1,289.69
2046,4,32,B1,287.68
2047,4,32,B1,287.03
2048,4,32,B1,289.03
2049,4,32,B1,292.22
2050,4,32,B1,289.81
2051,4,32,B1,291.34
2052,4,32,B1,291.47
2053,4,32,B1,289.32
2054,4,32,B1,289.74
2055,4,32,B1,288.96
2056,4,32,B1,290.53
2057,4,32,B1,287.84
2058,4,32,B1,291.66
2059,4,32,B1,288.52
2060,4,32,B1,290.06
2061,4,32,B1,291.87
2062,4,32,B1,291.75
2063,4,32,B1,288.13
2064,4,32,B1,290.26
2065,4,32,B1,288.97
2066,4,32,B1,287.53
2067,4,32,B1,288.89
2068,4,32,B1,290.78
2069,4,32,B1,288.43
2070,4,32,B1,288.41
2071,4,32,B1,288.43
2072,4,32,B1,291.19
2073,4,32,B1,291.27
2074,4,32,B1,288.2
2075,4,32,B1,293.58
2076,4,32,B1,289.75
2077,4,32,B1,289.11
2078,4,32,B1,292.24
2079,4,32,B1,292.16
2080,4,32,B1,291.05
2081,4,32,B1,289.86
2082,4,32,B1,289.67
2083,4,32,B1,288.35
2084,4,32,B1,291.12
2085,4,32,B1,290.5
2086,4,32,B1,289.3
2087,4,32,B1,287.2
2088,4,32,B1,287.58
2089,4,32,B1,287.19
2090,4,32,B1,288.59
2091,4,32,B1,288.47
2092,4,32,B1,289.83
2093,4,32,B1,287.87
2094,4,32,B1,287.57
2095,4,32,B1,292.42
2096,4,32,B1,289.67
2097,4,32,B1,289.57
2098,4,32,B1,287.78
2099,4,32,B1,288.85
2100,4,32,B1,293
2001,5,32,B1,294.89
2002,5,32,B1,292.31
2003,5,32,B1,292.92
2004,5,32,B1,295.95
2005,5,32,B1,293.16
2006,5,32,B1,293.09
2007,5,32,B1,291.23
2008,5,32,B1,292.43
2009,5,32,B1,293.47
2010,5,32,B1,294.07
2011,5,32,B1,294.32
2012,5,32,B1,296.28
2013,5,32,B1,296.02
2014,5,32,B1,294.17
2015,5,32,B1,293.05
2016,5,32,B1,292.57
2017,5,32,B1,291.48
2018,5,32,B1,291.41
2019,5,32,B1,296.9
2020,5,32,B1,294.45
2021,5,32,B1,296.25
2022,5,32,B1,294.35
2023,5,32,B1,292.55
2024,5,32,B1,294.56
2025,5,32,B1,293.02
2026,5,32,B1,297.92
2027,5,32,B1,293.72
2028,5,32,B1,296.1
2029,5,32,B1,292.67
2030,5,32,B1,294.22
2031,5,32,B1,294.77
2032,5,32,B1,295.14
2033,5,32,B1,298.04
2034,5,32,B1,297.25
2035,5,32,B1,297.16
2036,5,32,B1,296.8
2037,5,32,B1,298.36
2038,5,32,B1,294.45
2039,5,32,B1,293.71
2040,5,32,B1,292.98
2041,5,32,B1,296.17
2042,5,32,B1,293.75
2043,5,32,B1,294.79
2044,5,32,B1,291.43
2045,5,32,B1,294.64
2046,5,32,B1,293.47
2047,5,32,B1,295.18
2048,5,32,B1,296.21
2049,5,32,B1,296.22
2050,5,32,B1,295.59
2051,5,32,B1,294.5
2052,5,32,B1,294.84
2053,5,32,B1,294.76
2054,5,32,B1,292.58
2055,5,32,B1,294.41
2056,5,32,B1,294.37
2057,5,32,B1,295.97
2058,5,32,B1,294.45
2059,5,32,B1,294.84
2060,5,32,B1,293.54
2061,5,32,B1,292.75
2062,5,32,B1,296.75
2063,5,32,B1,295.31
2064,5,32,B1,296.76
2065,5,32,B1,295.95
2066,5,32,B1,293.37
2067,5,32,B1,293.59
2068,5,32,B1,294.8
2069,5,32,B1,295.15
2070,5,32,B1,296.09
2071,5,32,B1,298.59
2072,5,32,B1,296.96
2073,5,32,B1,292.52
2074,5,32,B1,294.76
2075,5,32,B1,292.67
2076,5,32,B1,298.79
2077,5,32,B1,296.49
2078,5,32,B1,294.4
2079,5,32,B1,294.3
2080,5,32,B1,298.78
2081,5,32,B1,295.76
2082,5,32,B1,296.89
2083,5,32,B1,295.24
2084,5,32,B1,294.74
2085,5,32,B1,297.19
2086,5,32,B1,292.81
2087,5,32,B1,296.82
2088,5,32,B1,295.1
2089,5,32,B1,293.81
2090,5,32,B1,296.51
2091,5,32,B1,294.56
2092,5,32,B1,294.75
2093,5,32,B1,295.68
2094,5,32,B1,296.12
2095,5,32,B1,297.07
2096,5,32,B1,298.89
2097,5,32,B1,295.72
2098,5,32,B1,294.86
2099,5,32,B1,299.01
2100,5,32,B1,294.33
2001,6,32,B1,298.44
2002,6,32,B1,300.59
2003,6,32,B1,297.6
2004,6,32,B1,301.15
2005,6,32,B1,300.3
2006,6,32,B1,296.72
2007,6,32,B1,297.8
2008,6,32,B1,299.14
2009,6,32,B1,302.07
2010,6,32,B1,297.84
2011,6,32,B1,299.77
2012,6,32,B1,300.12
2013,6,32,B1,299.96
2014,6,32,B1,303.39
2015,6,32,B1,298.46
2016,6,32,B1,298.77
2017,6,32,B1,296.24
2018,6,32,B1,299.28
2019,6,32,B1,300.83
2020,6,32,B1,299.67
2021,6,32,B1,297.63
2022,6,32,B1,300.78
2023,6,32,B1,301.83
2024,6,32,B1,299.88
2025,6,32,B1,299.23
2026,6,32,B1,300.76
2027,6,32,B1,300.21
2028,6,32,B1,297.98
2029,6,32,B1,295.78
2030,6,32,B1,302.44
2031,6,32,B1,297.43
2032,6,32,B1,296.87
2033,6,32,B1,299.77
2034,6,32,B1,302.57
2035,6,32,B1,301.39
2036,6,32,B1,302.26
2037,6,32,B1,302.06
2038,6,32,B1,302.81
2039,6,32,B1,304.42
2040,6,32,B1,299.1
2041,6,32,B1,302.76
2042,6,32,B1,297.18
2043,6,32,B1,299.89
2044,6,32,B1,297.7
2045,6,32,B1,300.09
2046,6,32,B1,299.7
2047,6,32,B1,298.65
2048,6,32,B1,300.2
2049,6,32,B1,298.67
2050,6,32,B1,301.63
2051,6,32,B1,301.48
2052,6,32,B1,299.01
2053,6,32,B1,297.25
2054,6,32,B1,301.54
2055,6,32,B1,300.23
2056,6,32,B1,301.6
2057,6,32,B1,299.67
2058,6,32,B1,300.55
2059,6,32,B1,302.21
2060,6,32,B1,300.05
2061,6,32,B1,297.27
2062,6,32,B1,300.1
2063,6,32,B1,300.04
2064,6,32,B1,299.83
2065,6,32,B1,298.21
2066,6,32,B1,303.57
2067,6,32,B1,297.38
2068,6,32,B1,301.94
2069,6,32,B1,301.78
2070,6,32,B1,305.37
2071,6,32,B1,301.69
2072,6,32,B1,303.49
2073,6,32,B1,298.09
2074,6,32,B1,304.8
2075,6,32,B1,300.07
2076,6,32,B1,303.96
2077,6,32,B1,304.81
2078,6,32,B1,301.71
2079,6,32,B1,302.8
2080,6,32,B1,305.31
2081,6,32,B1,297.17
2082,6,32,B1,301.72
2083,6,32,B1,300.75
2084,6,32,B1,300.75
2085,6,32,B1,304.35
2086,6,32,B1,299.82
2087,6,32,B1,304.19
2088,6,32,B1,298.23
2089,6,32,B1,302.82
2090,6,32,B1,300.08
2091,6,32,B1,300.63
2092,6,32,B1,298.09
2093,6,32,B1,298.63
2094,6,32,B1,298.78
2095,6,32,B1,305.39
2096,6,32,B1,299.5
2097,6,32,B1,302.83
2098,6,32,B1,297.24
2099,6,32,B1,298.98
2100,6,32,B1,300.52
2001,7,32,B1,302.2
2002,7,32,B1,303.7
2003,7,32,B1,300.74
2004,7,32,B1,303.93
2005,7,32,B1,299.73
2006,7,32,B1,299.34
2007,7,32,B1,304.91
2008,7,32,B1,298.41
2009,7,32,B1,300.46
2010,7,32,B1,300.21
2011,7,32,B1,301.24
2012,7,32,B1,301.83
2013,7,32,B1,299.03
2014,7,32,B1,304.37
2015,7,32,B1,302.62
2016,7,32,B1,304.59
2017,7,32,B1,297.91
2018,7,32,B1,302.08
2019,7,32,B1,304.65
2020,7,32,B1,300.36
2021,7,32,B1,301.96
2022,7,32,B1,300.19
2023,7,32,B1,303.59
2024,7,32,B1,303.21
2025,7,32,B1,301.21
2026,7,32,B1,302.99
2027,7,32,B1,304.2
2028,7,32,B1,302.03
2029,7,32,B1,300.45
2030,7,32,B1,303.51
2031,7,32,B1,299.28
2032,7,32,B1,299.3
2033,7,32,B1,305.26
2034,7,32,B1,302.68
2035,7,32,B1,299.44
2036,7,32,B1,303.94
2037,7,32,B1,304.65
2038,7,32,B1,302.31
2039,7,32,B1,304.86
2040,7,32,B1,303.3
2041,7,32,B1,305.89
2042,7,32,B1,297.96
2043,7,32,B1,304.83
2044,7,32,B1,303.89
2045,7,32,B1,304.76
2046,7,32,B1,302.13
2047,7,32,B1,305.29
2048,7,32,B1,305.52
2049,7,32,B1,302.25
2050,7,32,B1,305.55
2051,7,32,B1,299.96
2052,7,32,B1,300.57
2053,7,32,B1,302.15
2054,7,32,B1,300.43
2055,7,32,B1,304.9
2056,7,32,B1,304.14
2057,7,32,B1,301.84
2058,7,32,B1,304.06
2059,7,32,B1,305.06
2060,7,32,B1,303.61
2061,7,32,B1,298.52
2062,7,32,B1,304.83
2063,7,32,B1,304.67
2064,7,32,B1,302.67
2065,7,32,B1,301.06
2066,7,32,B1,302.83
2067,7,32,B1,301.16
2068,7,32,B1,304.61
2069,7,32,B1,305.7
2070,7,32,B1,304.01
2071,7,32,B1,303.75
2072,7,32,B1,305.53
2073,7,32,B1,302.11
2074,7,32,B1,303.67
2075,7,32,B1,303.25
2076,7,32,B1,305.38
2077,7,32,B1,300.67
2078,7,32,B1,305.09
2079,7,32,B1,302.61
2080,7,32,B1,305.73
2081,7,32,B1,302.04
2082,7,32,B1,302.98
2083,7,32,B1,304.57
2084,7,32,B1,301.32
2085,7,32,B1,305.98
2086,7,32,B1,302.43
2087,7,32,B1,304.45
2088,7,32,B1,301.37
2089,7,32,B1,304.91
2090,7,32,B1,305.78
2091,7,32,B1,304.27
2092,7,32,B1,297.72
2093,7,32,B1,302.5
2094,7,32,B1,299.2
2095,7,32,B1,305.13
2096,7,32,B1,305.25
2097,7,32,B1,302.25
2098,7,32,B1,300.73
2099,7,32,B1,303.96
2100,7,32,B1,305.33
2001,8,32,B1,302.25
2002,8,32,B1,300.4
2003,8,32,B1,301.01
2004,8,32,B1,298.64
2005,8,32,B1,298.81
2006,8,32,B1,299.03
2007,8,32,B1,303.38
2008,8,32,B1,300
2009,8,32,B1,302.68
2010,8,32,B1,301.58
2011,8,32,B1,300.65
2012,8,32,B1,301.61
2013,8,32,B1,304.26
2014,8,32,B1,301.26
2015,8,32,B1,299.03
2016,8,32,B1,304.12
2017,8,32,B1,302.37
2018,8,32,B1,303.8
2019,8,32,B1,303.92
2020,8,32,B1,302.39
2021,8,32,B1,301.13
2022,8,32,B1,301.66
2023,8,32,B1,303.47
2024,8,32,B1,304.32
2025,8,32,B1,300.31
2026,8,32,B1,302.65
2027,8,32,B1,302.37
2028,8,32,B1,300.93
2029,8,32,B1,300.9
2030,8,32,B1,304.67
2031,8,32,B1,299.55
2032,8,32,B1,299.67
2033,8,32,B1,301.83
2034,8,32,B1,302.81
2035,8,32,B1,303.94
2036,8,32,B1,303.28
2037,8,32,B1,303
2038,8,32,B1,300.84
2039,8,32,B1,301.26
2040,8,32,B1,303.99
2041,8,32,B1,304.75
2042,8,32,B1,303.87
2043,8,32,B1,301.38
2044,8,32,B1,304.11
2045,8,32,B1,304.67
2046,8,32,B1,304.01
2047,8,32,B1,301.59
2048,8,32,B1,303.32
2049,8,32,B1,302.89
2050,8,32,B1,301.82
2051,8,32,B1,304.87
2052,8,32,B1,302.4
2053,8,32,B1,303.39
2054,8,32,B1,302.99
2055,8,32,B1,301
2056,8,32,B1,304.43
2057,8,32,B1,304.19
2058,8,32,B1,302.65
2059,8,32,B1,304.87
2060,8,32,B1,303.36
2061,8,32,B1,297.56
2062,8,32,B1,303.67
2063,8,32,B1,301.66
2064,8,32,B1,301.98
2065,8,32,B1,303.43
2066,8,32,B1,304.74
2067,8,32,B1,304.34
2068,8,32,B1,305.13
2069,8,32,B1,303.31
2070,8,32,B1,304.8
2071,8,32,B1,304.71
2072,8,32,B1,301.93
2073,8,32,B1,303.07
2074,8,32,B1,302.67
2075,8,32,B1,303.42
2076,8,32,B1,304.23
2077,8,32,B1,305.5
2078,8,32,B1,305.46
2079,8,32,B1,304.22
2080,8,32,B1,304.77
2081,8,32,B1,302.21
2082,8,32,B1,304.41
2083,8,32,B1,302.82
2084,8,32,B1,304.14
2085,8,32,B1,305.15
2086,8,32,B1,301
2087,8,32,B1,303.74
2088,8,32,B1,305.17
2089,8,32,B1,305.53
2090,8,32,B1,299.01
2091,8,32,B1,301.49
2092,8,32,B1,299.08
2093,8,32,B1,300.96
2094,8,32,B1,301.5
2095,8,32,B1,303.07
2096,8,32,B1,303.79
2097,8,32,B1,302.62
2098,8,32,B1,301.96
2099,8,32,B1,303.61
2100,8,32,B1,303.87
2001,9,32,B1,300.01
2002,9,32,B1,297.36
2003,9,32,B1,296.86
2004,9,32,B1,294.01
2005,9,32,B1,295.52
2006,9,32,B1,297.36
2007,9,32,B1,300.32
2008,9,32,B1,295.79
2009,9,32,B1,296.15
2010,9,32,B1,296.72
2011,9,32,B1,299.07
2012,9,32,B1,296.85
2013,9,32,B1,300.62
2014,9,32,B1,294.6
2015,9,32,B1,297.73
2016,9,32,B1,299.02
2017,9,32,B1,296.67
2018,9,32,B1,298.58
2019,9,32,B1,301.18
2020,9,32,B1,295.93
2021,9,32,B1,298.72
2022,9,32,B1,298.21
2023,9,32,B1,297.78
2024,9,32,B1,295.67
2025,9,32,B1,295.56
2026,9,32,B1,299.32
2027,9,32,B1,297.8
2028,9,32,B1,299.38
2029,9,32,B1,298.18
2030,9,32,B1,296.37
2031,9,32,B1,295.55
2032,9,32,B1,297.84
2033,9,32,B1,294.75
2034,9,32,B1,299.61
2035,9,32,B1,298.26
2036,9,32,B1,301.15
2037,9,32,B1,298.78
2038,9,32,B1,298
2039,9,32,B1,296.92
2040,9,32,B1,297.35
2041,9,32,B1,302.37
2042,9,32,B1,300.07
2043,9,32,B1,297.33
2044,9,32,B1,298.58
2045,9,32,B1,303.62
2046,9,32,B1,299.17
2047,9,32,B1,300.34
2048,9,32,B1,298.64
2049,9,32,B1,300.34
2050,9,32,B1,298.59
2051,9,32,B1,298.93
2052,9,32,B1,295.3
2053,9,32,B1,298.09
2054,9,32,B1,296.08
2055,9,32,B1,293.72
2056,9,32,B1,299.87
2057,9,32,B1,299.84
2058,9,32,B1,297.3
2059,9,32,B1,301.67
2060,9,32,B1,298.18
2061,9,32,B1,296.47
2062,9,32,B1,301.54
2063,9,32,B1,299.08
2064,9,32,B1,295.86
2065,9,32,B1,298.2
2066,9,32,B1,299.3
2067,9,32,B1,299.4
2068,9,32,B1,298.83
2069,9,32,B1,294.48
2070,9,32,B1,297.56
2071,9,32,B1,301.47
2072,9,32,B1,300.6
2073,9,32,B1,296.48
2074,9,32,B1,296.96
2075,9,32,B1,298.42
2076,9,32,B1,298.82
2077,9,32,B1,298.69
2078,9,32,B1,300.62
2079,9,32,B1,299.31
2080,9,32,B1,298.57
2081,9,32,B1,300.56
2082,9,32,B1,297.69
2083,9,32,B1,298.85
2084,9,32,B1,299.16
2085,9,32,B1,297.46
2086,9,32,B1,298.49
2087,9,32,B1,294.46
2088,9,32,B1,302.2
2089,9,32,B1,298.9
2090,9,32,B1,297.34
2091,9,32,B1,302.83
2092,9,32,B1,298.98
2093,9,32,B1,300.27
2094,9,32,B1,301.64
2095,9,32,B1,300.61
2096,9,32,B1,301.37
2097,9,32,B1,303.18
2098,9,32,B1,298.15
2099,9,32,B1,296.98
2100,9,32,B1,301.49
2001,10,32,B1,294.74
2002,10,32,B1,286.99
2003,10,32,B1,289.11
2004,10,32,B1,287.98
2005,10,32,B1,286
2006,10,32,B1,289.32
2007,10,32,B1,291.56
2008,10,32,B1,293.66
2009,10,32,B1,290.47
2010,10,32,B1,290.14
2011,10,32,B1,288.82
2012,10,32,B1,294.18
2013,10,32,B1,290.83
2014,10,32,B1,290.74
2015,10,32,B1,290.42
2016,10,32,B1,291.63
2017,10,32,B1,292.7
2018,10,32,B1,291.18
2019,10,32,B1,289.4
2020,10,32,B1,287.7
2021,10,32,B1,287.26
2022,10,32,B1,289.74
2023,10,32,B1,292.87
2024,10,32,B1,286.58
2025,10,32,B1,288.7
2026,10,32,B1,289.3
2027,10,32,B1,293.52
2028,10,32,B1,291.99
2029,10,32,B1,293.55
2030,10,32,B1,289.53
2031,10,32,B1,293.33
2032,10,32,B1,289.79
2033,10,32,B1,292.66
2034,10,32,B1,291.02
2035,10,32,B1,285.83
2036,10,32,B1,292.13
2037,10,32,B1,289.59
2038,10,32,B1,294.35
2039,10,32,B1,289.5
2040,10,32,B1,290.28
2041,10,32,B1,294.23
2042,10,32,B1,291.26
2043,10,32,B1,292.09
2044,10,32,B1,294.27
2045,10,32,B1,288.67
2046,10,32,B1,292.05
2047,10,32,B1,292.38
2048,10,32,B1,292.5
2049,10,32,B1,293.76
2050,10,32,B1,287.69
2051,10,32,B1,294.11
2052,10,32,B1,290.8
2053,10,32,B1,292.38
2054,10,32,B1,289.89
2055,10,32,B1,289.05
2056,10,32,B1,292.63
2057,10,32,B1,291.24
2058,10,32,B1,290.68
2059,10,32,B1,290.44
2060,10,32,B1,293.28
2061,10,32,B1,291.97
2062,10,32,B1,290.78
2063,10,32,B1,292.85
2064,10,32,B1,295.18
2065,10,32,B1,292.02
2066,10,32,B1,293.45
2067,10,32,B1,292.38
2068,10,32,B1,296.46
2069,10,32,B1,292.04
2070,10,32,B1,291.92
2071,10,32,B1,292
2072,10,32,B1,294.3
2073,10,32,B1,290.29
2074,10,32,B1,292.1
2075,10,32,B1,290.35
2076,10,32,B1,291.99
2077,10,32,B1,295.25
2078,10,32,B1,290.27
2079,10,32,B1,291.19
2080,10,32,B1,289.55
2081,10,32,B1,293.2
2082,10,32,B1,293.86
2083,10,32,B1,288.44
2084,10,32,B1,291.5
2085,10,32,B1,288.76
2086,10,32,B1,291.41
2087,10,32,B1,294.74
2088,10,32,B1,296.97
2089,10,32,B1,288.79
2090,10,32,B1,295.7
2091,10,32,B1,293.04
2092,10,32,B1,288.21
2093,10,32,B1,294
2094,10,32,B1,294.37
2095,10,32,B1,294.11
2096,10,32,B1,293.14
2097,10,32,B1,295.38
2098,10,32,B1,290.77
2099,10,32,B1,293.5
2100,10,32,B1,293.95
2001,11,32,B1,281.19
2002,11,32,B1,283.38
2003,11,32,B1,283.59
2004,11,32,B1,282.96
2005,11,32,B1,281.62
2006,11,32,B1,280.45
2007,11,32,B1,282.09
2008,11,32,B1,282.67
2009,11,32,B1,280.34
2010,11,32,B1,283.86
2011,11,32,B1,283.46
2012,11,32,B1,283.55
2013,11,32,B1,281.5
2014,11,32,B1,282.24
2015,11,32,B1,279.42
2016,11,32,B1,283.95
2017,11,32,B1,283.32
2018,11,32,B1,281.92
2019,11,32,B1,280.97
2020,11,32,B1,282.1
2021,11,32,B1,282.13
2022,11,32,B1,281.18
2023,11,32,B1,284.69
2024,11,32,B1,286.47
2025,11,32,B1,281.11
2026,11,32,B1,285.18
2027,11,32,B1,282.13
2028,11,32,B1,284.04
2029,11,32,B1,284.22
2030,11,32,B1,283.33
2031,11,32,B1,287.59
2032,11,32,B1,284.4
2033,11,32,B1,281.57
2034,11,32,B1,285.1
2035,11,32,B1,283.71
2036,11,32,B1,286.29
2037,11,32,B1,282.81
2038,11,32,B1,285.13
2039,11,32,B1,283.05
2040,11,32,B1,282.85
2041,11,32,B1,283.14
2042,11,32,B1,281.48
2043,11,32,B1,282.17
2044,11,32,B1,283.38
2045,11,32,B1,283.37
2046,11,32,B1,285.81
2047,11,32,B1,286.49
2048,11,32,B1,282.78
2049,11,32,B1,280.76
2050,11,32,B1,283.37
2051,11,32,B1,283.37
2052,11,32,B1,284.16
2053,11,32,B1,283.6
2054,11,32,B1,282.83
2055,11,32,B1,285.7
2056,11,32,B1,282.19
2057,11,32,B1,281.63
2058,11,32,B1,283.33
2059,11,32,B1,282.55
2060,11,32,B1,280.92
2061,11,32,B1,286.2
2062,11,32,B1,284.96
2063,11,32,B1,284.48
2064,11,32,B1,281.22
2065,11,32,B1,284.92
2066,11,32,B1,284.9
2067,11,32,B1,282.21
2068,11,32,B1,283.68
2069,11,32,B1,281.1
2070,11,32,B1,285.22
2071,11,32,B1,284.3
2072,11,32,B1,281.81
2073,11,32,B1,286.55
2074,11,32,B1,284.95
2075,11,32,B1,281.37
2076,11,32,B1,285.29
2077,11,32,B1,287.81
2078,11,32,B1,286.94
2079,11,32,B1,284.68
2080,11,32,B1,284.32
2081,11,32,B1,282.96
2082,11,32,B1,284.33
2083,11,32,B1,283.66
2084,11,32,B1,280.06
2085,11,32,B1,283.79
2086,11,32,B1,281.23
2087,11,32,B1,281.87
2088,11,32,B1,283.59
2089,11,32,B1,283.6
2090,11,32,B1,283.67
2091,11,32,B1,285.78
2092,11,32,B1,284.14
2093,11,32,B1,282.52
2094,11,32,B1,285.3
2095,11,32,B1,286.54
2096,11,32,B1,283.06
2097,11,32,B1,282.31
2098,11,32,B1,283.61
2099,11,32,B1,289.03
2100,11,32,B1,285.09
2001,12,32,B1,273.7
2002,12,32,B1,275.12
2003,12,32,B1,273.69
2004,12,32,B1,278.7
2005,12,32,B1,276.87
2006,12,32,B1,274.99
2007,12,32,B1,278.12
2008,12,32,B1,275.96
2009,12,32,B1,275.88
2010,12,32,B1,277.67
2011,12,32,B1,279.83
2012,12,32,B1,277.07
2013,12,32,B1,276.97
2014,12,32,B1,277.4
2015,12,32,B1,278.11
2016,12,32,B1,278.37
2017,12,32,B1,278.37
2018,12,32,B1,278.16
2019,12,32,B1,277.99
2020,12,32,B1,277.89
2021,12,32,B1,276.35
2022,12,32,B1,276.1
2023,12,32,B1,278.53
2024,12,32,B1,279.81
2025,12,32,B1,277.32
2026,12,32,B1,277.18
2027,12,32,B1,277.23
2028,12,32,B1,277.63
2029,12,32,B1,276.09
2030,12,32,B1,278.34
2031,12,32,B1,277.08
2032,12,32,B1,276.6
2033,12,32,B1,277.91
2034,12,32,B1,277.28
2035,12,32,B1,278.16
2036,12,32,B1,279.7
2037,12,32,B1,279.44
2038,12,32,B1,275.39
2039,12,32,B1,278.85
2040,12,32,B1,277.16
2041,12,32,B1,277.46
2042,12,32,B1,277.8
2043,12,32,B1,279.46
2044,12,32,B1,278.78
2045,12,32,B1,277.26
2046,12,32,B1,281.08
2047,12,32,B1,278.03
2048,12,32,B1,278.61
2049,12,32,B1,278.01
2050,12,32,B1,279.6
2051,12,32,B1,278.27
2052,12,32,B1,277.33
2053,12,32,B1,277.36
2054,12,32,B1,278.97
2055,12,32,B1,277.14
2056,12,32,B1,276.18
2057,12,32,B1,277.69
2058,12,32,B1,279.89
2059,12,32,B1,278.79
2060,12,32,B1,278.71
2061,12,32,B1,278.81
2062,12,32,B1,278.25
2063,12,32,B1,275.59
2064,12,32,B1,275.9
2065,12,32,B1,279.69
2066,12,32,B1,280.52
2067,12,32,B1,280.09
2068,12,32,B1,275.28
2069,12,32,B1,277.9
2070,12,32,B1,277.3
2071,12,32,B1,279.17
2072,12,32,B1,279.9
2073,12,32,B1,279.76
2074,12,32,B1,278.16
2075,12,32,B1,278.71
2076,12,32,B1,276.52
2077,12,32,B1,278.24
2078,12,32,B1,280.74
2079,12,32,B1,280.55
2080,12,32,B1,275.28
2081,12,32,B1,276.97
2082,12,32,B1,276.08
2083,12,32,B1,277.61
2084,12,32,B1,279.19
2085,12,32,B1,277.13
2086,12,32,B1,278.98
2087,12,32,B1,278.81
2088,12,32,B1,278.83
2089,12,32,B1,277.54
2090,12,32,B1,279.66
2091,12,32,B1,278.7
2092,12,32,B1,278.74
2093,12,32,B1,278.91
2094,12,32,B1,278.53
2095,12,32,B1,278.29
2096,12,32,B1,279.58
2097,12,32,B1,277.13
2098,12,32,B1,279.63
2099,12,32,B1,278.13
2100,12,32,B1,277.24
2001,1,35,B1,275.44
2002,1,35,B1,275.71
2003,1,35,B1,275.1
2004,1,35,B1,273.93
2005,1,35,B1,274.83
2006,1,35,B1,274.61
2007,1,35,B1,274.43
2008,1,35,B1,274.16
2009,1,35,B1,273.85
2010,1,35,B1,272.78
2011,1,35,B1,276.76
2012,1,35,B1,276.09
2013,1,35,B1,276.4
2014,1,35,B1,276.56
2015,1,35,B1,268.85
2016,1,35,B1,274.21
2017,1,35,B1,277.22
2018,1,35,B1,274.55
2019,1,35,B1,276.06
2020,1,35,B1,274.88
